X,Y,OBJECTID,Ppty_Name,Ppty_Addre,City,State,Zip,County,CD,TotalUnits,ActiveSubs,Owner,Latitude,Longitude,OwnerType,SbsdyEnd
-90.0937799997471,29.9332800001719,854,GREATER ST STEPHEN* (2),2101 Louisiana Ave,New Orleans,LA,70115,Orleans,2,42,1,2101 LOUISIANA APTS LLC* (3),29.93328,-90.09378,Multiple,2009/09/30 00:00:00+00
-90.0926200002128,29.9333299997797,855,TOLEDANO ST APARTMENTS,2114 Toledano St,New Orleans,LA,70115-5261,Orleans,2,4,0, ,29.93333,-90.09262,For Profit,2022/12/31 00:00:00+00
-90.041499999925,29.9333400002409,856,Fischer IV,2004 L B Landry Ave,New Orleans,LA,70114,Orleans,2,124,1,Housing Authority of New Orleans,29.93334,-90.0415, ,
-90.0367500003122,29.9335200004477,857,SHEPARD COURT APARTMENTS,2 Shepard Ct,New Orleans,LA,70114-4700,Orleans,2,2,1, ,29.93352,-90.03675,For Profit,2023/12/31 00:00:00+00
-90.0394800003018,29.9337700002853,858,Fischer I,1900 Hendee St,New Orleans,LA,70114-6147,Orleans,2,20,2,Housing Authority of New Orleans* (2),29.93377,-90.03948,For Profit,2020/12/31 00:00:00+00
-90.0394800003018,29.9337700002853,859,Fischer III,1992 Hendee St,New Orleans,LA,70114,Orleans,2,103,1,Housing Authority of New Orleans,29.93377,-90.03948, ,
-90.0774199998331,29.9337900003083,860,JOSEPHINE APARTMENTS,1410 Saint Andrew St,New Orleans,LA,70130-5398,Orleans,2,52,0,JOSEPHINE 1993 L.P.,29.93379,-90.07742,Non-Profit,2015/04/13 00:00:00+00
-90.0932699996108,29.9340899997537,861,LOYOLA LANDMARK APTS* (2),3309 Loyola Ave,New Orleans,LA,70115-5736,Orleans,2,36,1,LOYOLA LANDMARK PARTNERSHIP* (2),29.93409,-90.09327,For Profit,2028/12/31 00:00:00+00
-90.0884900004132,29.9344700001904,862,WAHINGHTON AVE APTS* (2),2033 Washington Ave,New Orleans,LA,70113,Orleans,2,4,1,JEFFREY MARCON,29.93447,-90.08849,For Profit,2022/12/31 00:00:00+00
-90.0698800001618,29.9345199997982,863, ,1439 Annunciation St,New Orleans,LA,70130,Orleans, ,10,1, ,29.93452,-90.06988, ,2026/11/03 00:00:00+00
-90.0846899996437,29.9353300002794,864, ,1908 1st St,New Orleans,LA,70113,Orleans, ,4,1, ,29.93533,-90.08469, ,2026/06/03 00:00:00+00
-90.0929900001883,29.9356899997937,865,HARMONY,2317 Harmony St,New Orleans,LA,70115-5725,Orleans,2,2,0, ,29.93569,-90.09299,For Profit,2022/12/31 00:00:00+00
-90.0929900001883,29.9356899997937,866,PUTNAM PLAZA,2313 Harmony St,New Orleans,LA,70115-5725,Orleans,2,38,1,PUTNAM PLAZA APTS LLC* (2),29.93569,-90.09299,Non-Profit,2029/12/31 00:00:00+00
-90.0950499998576,29.9360900002534,867,FLINT GOODRIDGE* (2),2425 Louisiana Ave,New Orleans,LA,70115-6074,Orleans,2,93,1,HRI MANAGEMENT* (2),29.93609,-90.09505,For Profit,2021/12/31 00:00:00+00
-90.0897199995783,29.9361100002764,868,LOYOLA LANDMARK PARTNERSHIP,2237 Washington Ave,New Orleans,LA,70113-2636,Orleans,2,10,0, ,29.93611,-90.08972, ,2013/11/25 00:00:00+00
-90.0364499999675,29.9362100003913,869,WESTBANK SCATTERED SITES,1800 Mardi Gras Blvd,New Orleans,LA,70114,Orleans,2,43,1,Housing Authority of New Orleans,29.93621,-90.03645, ,
-90.0414599998791,29.936340000091,870,Fischer Senior Village,1825 Whitney Ave,New Orleans,LA,70114,Orleans,2,100,1,Housing Authority of New Orleans,29.93634,-90.04146, ,
-90.0320549996385,29.9369100002963,871,JOANN PLACE,Jo Ann Pl,New Orleans,LA,70114, ,2,32,1,JOANN PLACE LLC,29.93691,-90.032055,Non-Profit,2019/12/31 00:00:00+00
-90.0944399996063,29.9370699995808,872,Harmony Oaks,2518 Toledano St,New Orleans,LA,70115,Orleans,2,460,1,Housing Authority of New Orleans,29.93707,-90.09444, ,
-90.0787799995973,29.9372299997647,873, ,1831 Carondelet St,New Orleans,LA,70130,Orleans, ,10,1, ,29.93723,-90.07878, ,2021/11/03 00:00:00+00
-90.0807699996357,29.9373699999256,874,CABBAGE ALLEY APARTMENTS,2005 Baronne St,New Orleans,LA,70113-1426,Orleans,2,48,1,SUMMIT MGMT - R BRIGNAC,29.93737,-90.08077,For Profit,2027/12/31 00:00:00+00
-90.0830899996038,29.937900000085,875,SCATTERED SITES DEMO,2118 Danneel St,New Orleans,LA,70113,Orleans, ,5,1,Housing Authority of New Orleans,29.9379,-90.08309, ,
-90.0794400003557,29.9382599995994,876, ,1740 Baronne St,New Orleans,LA,70113,Orleans, ,306,1, ,29.93826,-90.07944, ,2030/09/21 00:00:00+00
-90.0807899996587,29.9387200001279,877,MILLENNIUM SQUARE,1824 Oretha Castle Haley Blvd,New Orleans,LA,70113,Orleans, ,18,1,RENAISSANCE PROPERTY GROUP,29.93872,-90.08079,Non-Profit,2020/12/31 00:00:00+00
-90.080639999936,29.9389000003348,878, ,1800 Oretha Castle Haley Blvd,New Orleans,LA,70113,Orleans, ,42,0, ,29.9389,-90.08064, ,2010/05/10 00:00:00+00
-90.0784200000829,29.9396699998707,879, ,1600 Baronne St,New Orleans,LA,70113,Orleans, ,48,1, ,29.93967,-90.07842, ,2021/11/07 00:00:00+00
-90.0967599995743,29.9397000003548,880,LOUISIANA AVENUE APARTMENTS,2825 Louisiana Ave,New Orleans,LA,70115-6777,Orleans,2,16,0, ,29.9397,-90.09676,For Profit,2023/12/31 00:00:00+00
-90.0872699999105,29.9399599997543,881,PHILIP ST APARTMENTS,2400 Philip St,New Orleans,LA,70113-2544,Orleans,2,8,0, ,29.93996,-90.08727,For Profit,2022/12/31 00:00:00+00
-90.0433000001948,29.9401899995689,882, ,1328 Ptolemy St,New Orleans,LA,70114,Orleans, ,2,1, ,29.94019,-90.0433, ,2029/09/26 00:00:00+00
-90.0817299998396,29.9405000003748,883,SATCHMO PLAZA,1716 S Saratoga St,New Orleans,LA,70113-2365,Orleans,2,34,2,Central City Housing Dev.,29.9405,-90.08173,Non-Profit,2033/09/30 00:00:00+00
-90.0372099999415,29.9405600004437,884,BEHRMAN AVENUE PROJECT,1424 Behrman Ave,New Orleans,LA,70114,Orleans,2,3,1, ,29.94056,-90.03721,For Profit,2023/12/31 00:00:00+00
-90.0862499996377,29.9408199998431,885,CENTRAL CITY - ARMANT PLAZA,2313 Jackson Ave,New Orleans,LA,70113-2439,Orleans,2,13,0, ,29.94082,-90.08625, ,2013/06/03 00:00:00+00
-90.0507700002353,29.9409399999811,886, ,1409 Nunez St,New Orleans,LA,70114,Orleans, ,6,1, ,29.94094,-90.05077, ,2031/04/07 00:00:00+00
-90.0507700002353,29.9409399999811,887, ,1417 Nunez St,New Orleans,LA,70114,Orleans, ,6,1, ,29.94094,-90.05077, ,2034/05/28 00:00:00+00
-90.0721499996228,29.9428699999506,888,TIVOLI PLACE APARTMENTS,1040 Saint Charles Ave,New Orleans,LA,70130-3925,Orleans,2,163,1,"Tivoli II, L.P.",29.94287,-90.07215,For Profit,2031/01/31 00:00:00+00
-90.0792299996647,29.9429399995814,889, ,1323 S Rampart St,New Orleans,LA,70113,Orleans, ,6,1, ,29.94294,-90.07923, ,2026/06/03 00:00:00+00
-90.0929399996812,29.9431100002264,890,CORNERSTONE HOMES OF N O.* (2),2616 S Claiborne Ave,New Orleans,LA,70125-3921,Orleans,2,30,0,CORNERSTONE HOMES OF NEW ORLEANS LLC,29.94311,-90.09294,Non-Profit,2023/11/17 00:00:00+00
-90.0826700000205,29.943340000041,891,WASHINGTON AVE APARTMENTS,2325 Martin Luther King Jr Blvd,New Orleans,LA,70113,Orleans,2,4,0, ,29.94334,-90.08267,Non-Profit,2022/12/31 00:00:00+00
-90.068099999915,29.943360000064,892, ,344 Saint Joseph St,New Orleans,LA,70130,Orleans,2,115,0, ,29.94336,-90.0681, ,2016/05/28 00:00:00+00
-90.083719999878,29.9434800002019,893,"1515 LASALLE STREET , UNITS A THRU H",1515 Lasalle St,New Orleans,LA,70113-2862,Orleans,2,8,0, ,29.94348,-90.08372, ,2023/11/17 00:00:00+00
-90.0837300003392,29.9435000002249,894, ,2412 Martin Luther King Jr Blvd,New Orleans,LA,70113,Orleans, ,10,1, ,29.9435,-90.08373, ,2022/07/10 00:00:00+00
-90.0887400002508,29.9435000002249,895, ,2716 Jackson Ave,New Orleans,LA,70113,Orleans, ,6,1, ,29.9435,-90.08874, ,2021/06/07 00:00:00+00
-90.0815299996098,29.9436099999016,896,GNORC - ST.ANDREW / ( FIRST TRUST ),1709 11St St Andrew St,New Orleans,LA,70113, ,2,16,0, ,29.94361,-90.08153, ,2008/10/29 00:00:00+00
-90.0815299996098,29.9436099999016,897,ST JOHN BERCHMAN'S MANOR,340 St Anthony St,New Orleans,LA,70113, ,2,150,0, ,29.94361,-90.08153, ,2011/06/16 00:00:00+00
-90.0824499997676,29.9439399998312,898,Guste I,2352 Thalia St,New Orleans,LA,70113,Orleans,2,82,1,Housing Authority of New Orleans,29.94394,-90.08245, ,
-90.084579999967,29.9439700003153,899, ,2530 Martin Luther King Jr Blvd,New Orleans,LA,70113,Orleans, ,1,1, ,29.94397,-90.08458, ,2022/08/22 00:00:00+00
-90.084579999967,29.9439700003153,900, ,2526 Martin Luther King Jr Blvd,New Orleans,LA,70113,Orleans, ,5,1, ,29.94397,-90.08458, ,2022/07/11 00:00:00+00
-90.0805500002822,29.9439799998772,901,GUSTE HOMES HIGH RISE,1301 Simon Bolivar Ave,New Orleans,LA,70113-2222,Orleans,2,397,1,Housing Authority of New Orleans,29.94398,-90.08055, ,
-90.0879200002078,29.9439900003383,902, ,2123 Clara St,New Orleans,LA,70113,Orleans, ,6,0, ,29.94399,-90.08792, ,2012/09/24 00:00:00+00
-90.0878099996318,29.9440599999691,903, ,2113 Clara St,New Orleans,LA,70113,Orleans, ,8,1, ,29.94406,-90.08781, ,2021/06/07 00:00:00+00
-90.0865200003977,29.9442499997377,904, ,1801 Magnolia St,New Orleans,LA,70113,Orleans, ,40,0, ,29.94425,-90.08652, ,2016/10/30 00:00:00+00
-90.0837500003622,29.9448800000121,905,Guste II,2519 Thalia St,New Orleans,LA,70113,Orleans,2,16,1,Housing Authority of New Orleans,29.94488,-90.08375, ,
-90.0881599995843,29.9451699998957,906,1ST EVANGELIST HCDC RENTAL REHAB PROJECT,2908 Saint Andrew St,New Orleans,LA,70113-2944,Orleans,2,20,0, ,29.94517,-90.08816, ,2013/11/25 00:00:00+00
-90.086939999981,29.9452999995954,907, ,2826 Martin Luther King Jr Blvd,New Orleans,LA,70113,Orleans, ,48,1, ,29.9453,-90.08694, ,2024/02/03 00:00:00+00
-90.1844100000214,29.9454300001944,908,ST LOUIS SQUARE,5640 Jefferson Hwy,New Orleans,LA,70123-5111,Jefferson,1,32,1,ST LOUIS SQUARE,29.94543,-90.18441,For Profit,2021/12/31 00:00:00+00
-90.0819300000694,29.945740000101,909,Guste Homes Low Rise,2318 Clio St,New Orleans,LA,70113-2132,Orleans,2,51,1,Housing Authority Of New Orleans,29.94574,-90.08193, ,
-90.0828100001813,29.9462700002604,910, ,2412 Clio St,New Orleans,LA,70113,Orleans, ,43,2, ,29.94627,-90.08281, ,2033/06/07 00:00:00+00
-90.1296500000474,29.9476100000015,911,Mater Dolorosa,1226 S Carrollton Ave,New Orleans,LA,70118-2049,Orleans,2,70,2,The Apartments at Mater Dolorosa* (2),29.94761,-90.12965,Multiple,2033/03/31 00:00:00+00
-90.0931900004181,29.9509500002424,912,Marrero Commons,3528 Erato St,New Orleans,LA,70125,Orleans, ,181,1,Housing Authority of New Orleans,29.95095,-90.09319, ,
-90.0918499997777,29.9510300003343,913,B W Cooper Extension,1201 S Galvez St,New Orleans,LA,70125,Orleans,2,7,0,Housing Authority Of New Orleans,29.95103,-90.09185, ,
-90.0899500002922,29.9513400002409,914,B. W. COOPER,3302 Earhart Blvd,New Orleans,LA,70125,Orleans, ,324,1,Housing Authority of New Orleans,29.95134,-90.08995, ,
-90.0707800002967,29.952760000074,915,200 CARONDELET,200 Carondelet St,New Orleans,LA,70130,Orleans,2,189,1,RELIANCE- CARONDELET ASSOC ONE LP,29.95276,-90.07078,For Profit,2022/12/31 00:00:00+00
-90.0933499997027,29.9532599997493,916,B W Cooper,3602 Earhart Blvd,New Orleans,LA,70125-1416,Orleans,2,255,0,Housing Authority Of New Orleans,29.95326,-90.09335, ,
-90.0133500004022,29.9540199997232,917,Villa Additions,6101 Douglas St,New Orleans,LA,70117,Orleans,2,75,0,Villa Additions Inc.,29.95402,-90.01335,Non-Profit,2015/12/31 00:00:00+00
-90.0126099995518,29.9542399999761,918,VILLA ST MAURICE,500 Saint Maurice Ave,New Orleans,LA,70117,Orleans,2,110,0,"Villa St. Maurice, Inc.",29.95424,-90.01261,Non-Profit,2015/11/30 00:00:00+00
-90.0096200001628,29.9560899998536,919,DELERY ST APARTMENTS,826 Delery St,New Orleans,LA,70117-1554,Orleans,2,4,0, ,29.95609,-90.00962,For Profit,2022/12/31 00:00:00+00
-90.0902600001988,29.9563900001984,920,Lafitte I,711 N Tonti St,New Orleans,LA,70119,Orleans,2,134,1,Housing Authority of New Orleans,29.95639,-90.09026, ,
-90.0230000002498,29.9572799998721,921, ,5114 Chartres St,New Orleans,LA,70117,Orleans, ,1,1, ,29.95728,-90.023, ,2032/02/28 00:00:00+00
-90.0230000002498,29.9572799998721,922, ,5108 Chartres St,New Orleans,LA,70117,Orleans, ,6,1, ,29.95728,-90.023, ,2027/07/10 00:00:00+00
-90.1098800002617,29.957379999987,923, ,3103 Audubon St,New Orleans,LA,70125,Orleans, ,6,1, ,29.95738,-90.10988, ,2027/12/17 00:00:00+00
-90.1098800002617,29.957379999987,924,LOUISIANA FREEDMAN HOMES,3133 Audubon St,New Orleans,LA,70125-2653,Orleans,2,29,1, ,29.95738,-90.10988,Non-Profit,2021/12/31 00:00:00+00
-90.1123400003906,29.9574299995949,925,Pine Street Apartments,3000 Pine St,New Orleans,LA,70125-2600,Orleans,2,35,1,"Seahorn Investments, LLC* (2)",29.95743,-90.11234,For Profit,2032/08/31 00:00:00+00
-90.1049100003962,29.9575299997098,926, ,1315 S Jefferson Davis Pkwy,New Orleans,LA,70125,Orleans, ,50,1, ,29.95753,-90.10491, ,2027/07/09 00:00:00+00
-90.1208800003117,29.9589500004422,927,Canton House / Friends Alliance Housing,8316 Apple St,New Orleans,LA,70118-3077,Orleans,2,6,0,"Friends Alliance Housing, Inc.",29.95895,-90.12088,Non-Profit,2016/06/30 00:00:00+00
-90.0852500002873,29.9591800002569,928,2222 TULANE AVE,2222 Tulane Ave,New Orleans,LA,70119,Orleans, ,60,3,2222 TULANE APTS LLC,29.95918,-90.08525,For Profit,2032/09/20 00:00:00+00
-90.0735700003552,29.9592000002798,929,IBERVILLE,330 Marais St,New Orleans,LA,70112,Orleans, ,858,1,Housing Authority of New Orleans,29.9592,-90.07357, ,
-90.0737200000779,29.9593000003948,930,Iberville,301 Marais St,New Orleans,LA,70112-3241,Orleans,2,858,0,Housing Authority Of New Orleans,29.9593,-90.07372, ,
-90.0786200003128,29.959860000139,931, ,1801 Canal St,New Orleans,LA,70112,Orleans, ,3,0, ,29.95986,-90.07862, ,2013/01/23 00:00:00+00
-90.0900100003612,29.9598800001619,932, ,2600 Gravier St,New Orleans,LA,70119,Orleans, ,20,2, ,29.95988,-90.09001, ,2032/01/26 00:00:00+00
-90.0338800001618,29.9599099997467,933,DOWNTOWN SCATTERED SITES,4319 Chartres St,New Orleans,LA,70117,Orleans,2,91,1,Housing Authority of New Orleans,29.95991,-90.03388, ,
-90.0396199995633,29.9613299995798,934,INDEPENDENCE APARTMENTS,618 Independence St,New Orleans,LA,70117-5762,Orleans,2,10,0, ,29.96133,-90.03962, ,2009/04/26 00:00:00+00
-90.0787999996202,29.9613499996029,935,ST JAMES A.M.E. HOMES* (2),201 N Roman St,New Orleans,LA,70112-3349,Orleans,2,49,1,FIRSTRUST CDC,29.96135,-90.0788,Non-Profit,2027/12/31 00:00:00+00
-90.0190200001728,29.9620700004302,936,Scattered Sites Demo,5307 Saint Claude Ave,New Orleans,LA,70117,Orleans,2,370,0,Housing Authority Of New Orleans,29.96207,-90.01902, ,
-90.0388200004426,29.962920000058,937,BYWATER ART LOFTS II,3726 Dauphine St,New Orleans,LA,70117,Orleans, ,30,2,BYWATER ART LOFTS II LLC,29.96292,-90.03882,For Profit,2027/10/04 00:00:00+00
-90.0741900001684,29.9636199999631,938,Lafitte II,1711 Lafitte St,New Orleans,LA,70112,Orleans,2,142,1,Housing Authority of New Orleans,29.96362,-90.07419, ,
-90.0710700001803,29.9638000001699,939, ,1509 Saint Ann St,New Orleans,LA,70116,Orleans, ,4,0, ,29.9638,-90.07107, ,2013/11/25 00:00:00+00
-90.0737600001239,29.9640200004227,940,Lafitte Temp,1731 Saint Peter St,New Orleans,LA,70116,Orleans,2,38,0,Housing Authority Of New Orleans,29.96402,-90.07376, ,
-90.0576700000704,29.9644400000061,941,CHRISTOPHER INN APARTMENTS* (2),2110 Royal St,New Orleans,LA,70116-1693,Orleans,2,146,2,"CHRISTOPHER HOMES, INC.",29.96444,-90.05767,Non-Profit,2050/01/01 00:00:00+00
-90.0813500003022,29.964500000075,942, ,322 N Miro St,New Orleans,LA,70119,Orleans, ,3,0, ,29.9645,-90.08135, ,2013/11/19 00:00:00+00
-90.0703500002523,29.9645899997287,943, ,1531 Dumaine St,New Orleans,LA,70116,Orleans, ,2,1, ,29.96459,-90.07035, ,2021/01/12 00:00:00+00
-90.0703500002523,29.9645899997287,944, ,1523 Dumaine St,New Orleans,LA,70116,Orleans, ,4,1, ,29.96459,-90.07035, ,2018/11/19 00:00:00+00
-90.0685700000055,29.9650999998652,945, ,1039 Marais St,New Orleans,LA,70116,Orleans, ,6,1, ,29.9651,-90.06857, ,2026/06/03 00:00:00+00
-90.0988400001659,29.9656900000935,946,TULANE SENIOR HOUSING / ST MICHAEL* (3),3433 Tulane Ave,New Orleans,LA,70119-7108,Orleans,2,60,2,"TULANE AVENUE, A PARTNERSHIP* (3)",29.96569,-90.09884,For Profit,2031/03/31 00:00:00+00
-90.0818900000235,29.9658100002314,947,MID CITY CDC - OAK PLACE HOMES,2400 Conti St,New Orleans,LA,70119,Orleans,2,19,1, ,29.96581,-90.08189, ,2023/11/25 00:00:00+00
-90.0666699996207,29.9658599998392,948,TREME COTTAGES RENTAL REHAB PROJECT,1312 Governor Nicholls St,New Orleans,LA,70116-2349,Orleans,2,10,1, ,29.96586,-90.06667, ,2018/11/25 00:00:00+00
-90.0819399996312,29.966060000069,949,OAK PLACE HOMES,2401 Conti St,New Orleans,LA,70119,Orleans,2,19,1,OAK PLACE LP,29.96606,-90.08194,For Profit,2029/12/31 00:00:00+00
-90.0666800000819,29.966100000115,950, ,1329 Governor Nicholls St,New Orleans,LA,70116,Orleans, ,5,1, ,29.9661,-90.06668, ,2019/04/30 00:00:00+00
-90.0396300000244,29.9664500000675,951,HOLY ANGELS,3500 Saint Claude Ave,New Orleans,LA,70117-6152,Orleans,2,32,1,HOLY ANGELS LP,29.96645,-90.03963,Non-Profit,2029/12/31 00:00:00+00
-90.0813700003252,29.9665399997212,952,ST LOUIS SQUARE,2400 Saint Louis St,New Orleans,LA,70119-5642,Orleans,2,32,0, ,29.96654,-90.08137,For Profit,2020/12/31 00:00:00+00
-90.1009399998811,29.9666399998362,953,THE TERRACES ON TULANE,3615 Tulane Ave,New Orleans,LA,70119-7010,Orleans,2,199,1,The Terraces Limited Partnership,29.96664,-90.10094,For Profit,2031/04/30 00:00:00+00
-90.0628000001199,29.9672500000875,954, ,1136 Columbus St,New Orleans,LA,70116,Orleans, ,22,1, ,29.96725,-90.0628, ,2034/09/30 00:00:00+00
-90.103379999987,29.9677499997627,955,TULANE AVENUE SRO,3901 Tulane Ave,New Orleans,LA,70119-6949,Orleans,2,80,1,VOA DEVELOPMENT INC,29.96775,-90.10338,Non-Profit,2027/12/31 00:00:00+00
-90.0115799997172,29.9682100002913,956, ,1800 Charbonnet St,New Orleans,LA,70117,Orleans, ,7,1, ,29.96821,-90.01158, ,2034/03/11 00:00:00+00
-90.0377600001239,29.9695500000325,957,CONGRESS SQUARE APARTMENTS,1401 Congress St,New Orleans,LA,70117-5607,Orleans,2,32,1,HIBERNIA NATIONAL BANK,29.96955,-90.03776,For Profit,2028/12/31 00:00:00+00
-90.0605800002668,29.9696199996633,958, ,1918 Pauger St,New Orleans,LA,70116,Orleans, ,6,1, ,29.96962,-90.06058, ,2023/03/18 00:00:00+00
-90.0534400001558,29.969960000054,959,ANNUNCIATION INN,1220 Spain St,New Orleans,LA,70117-8369,Orleans,2,106,2,"Annunciation Inn Apartments, LLC",29.96996,-90.05344,For Profit,2053/07/01 00:00:00+00
-90.0744300004441,29.9701000002149,960,ST ANN APARTMENTS - RENTAL REHAB PROJECT,2123 Ursulines Ave,New Orleans,LA,70116-2172,Orleans,2,43,0, ,29.9701,-90.07443, ,2014/01/23 00:00:00+00
-90.1190899996038,29.9706599999591,961, ,9008 Palm St,New Orleans,LA,70118,Orleans, ,2,1, ,29.97066,-90.11909, ,2018/10/29 00:00:00+00
-90.0744800000519,29.9725000002749,962, ,1301 N Miro St,New Orleans,LA,70119,Orleans, ,2,1, ,29.9725,-90.07448, ,2018/10/29 00:00:00+00
-90.0707200002278,29.9735700001555,963,"ST. MARTIN'S MANOR, INC.* (2)",1501 N Johnson St,New Orleans,LA,70116-1720,Orleans,2,140,2,"St. Martin's Manor, Inc.* (2)",29.97357,-90.07072,Non-Profit,2035/09/30 00:00:00+00
-90.0703799998371,29.9736900002933,964,ST MARTIN HOUSE* (2),1540 N Johnson St,New Orleans,LA,70116-1721,Orleans,2,13,1,Mental Health Association Development Corporation,29.97369,-90.07038,Non-Profit,2032/08/31 00:00:00+00
-90.1121499997226,29.9755800002169,965, ,8900 Quince St,New Orleans,LA,70118,Orleans, ,30,1, ,29.97558,-90.11215, ,2031/10/18 00:00:00+00
-90.0710700001803,29.9764699998906,966,FORTNER MANOR,2217 Lapeyrouse St,New Orleans,LA,70119-2649,Orleans,2,24,2,"Elderly Housing of America, LLC",29.97647,-90.07107,Non-Profit,2022/02/26 00:00:00+00
-90.011719999878,29.9773500000026,967, ,2634 Flood St,New Orleans,LA,70117,Orleans, ,6,1, ,29.97735,-90.01172, ,2032/07/10 00:00:00+00
-90.0538199996932,29.9788099998817,968, ,2342 N Galvez St,New Orleans,LA,70117,Orleans, ,2,1, ,29.97881,-90.05382, ,2024/11/19 00:00:00+00
-90.0496600003087,29.9793299995799,969, ,2104 Painters St,New Orleans,LA,70117,Orleans, ,1,1, ,29.97933,-90.04966, ,2023/11/25 00:00:00+00
-90.0320100002613,29.9804200003828,970,Florida Phase I,2509 Alvar St,New Orleans,LA,70117,Orleans,2,50,1,Housing Authority of New Orleans,29.98042,-90.03201, ,
-90.0309099998966,29.9805300000595,971,FLORIDA EXTENSION,2524 Bartholomew St,New Orleans,LA,70117,Orleans,2,77,1,Housing Authority of New Orleans,29.98053,-90.03091, ,
-90.0696300003242,29.9819499998926,972,O.I.C. / 1852 - 54 N. DORGENOIS ST.,1852 N Dorgenois St,New Orleans,LA,70119-1441,Orleans,2,7,0, ,29.98195,-90.06963, ,2013/10/29 00:00:00+00
-90.0314299995948,29.9858200002928,973,Savoy,3703 Agriculture St,New Orleans,LA,70126,Orleans,2,158,1,Housing Authority of New Orleans,29.98582,-90.03143, ,
-90.0352700004102,29.9865299997597,974,Treasure Village PK* (2),3311 Agriculture St,New Orleans,LA,70126,Orleans,2,73,0,Housing Authority Of New Orleans,29.98653,-90.03527, ,
-90.035259999949,29.9866200003128,975,Abundance Square,3345 Agriculture St,New Orleans,LA,70126,Orleans,2,73,1,Housing Authority of New Orleans,29.98662,-90.03526, ,
-90.035259999949,29.9866200003128,976,Abundance Square,3347 Agriculture St,New Orleans,LA,70126-6601,Orleans,2,49,0,Housing Authority Of New Orleans,29.98662,-90.03526, ,
-90.0316400002857,29.9881600002838,977,Treasure Village,3649 Agriculture St,New Orleans,LA,70126-6612,Orleans,2,24,0,Housing Authority Of New Orleans,29.98816,-90.03164, ,
-90.0316400002857,29.9881600002838,978,Treasure Village,3647 Agriculture St,New Orleans,LA,70126,Orleans,2,34,1,Housing Authority of New Orleans,29.98816,-90.03164, ,
-90.0636699997706,29.9925799999671,979,ST JOHN BERCHMAN'S MANOR,3400 Saint Anthony Ave,New Orleans,LA,70122-6601,Orleans,2,150,2,"St. John Berchman Apartments, LLC",29.99258,-90.06367,For Profit,2055/08/01 00:00:00+00
-90.0768800001119,29.9931500001724,980, ,1473 Lafreniere St,New Orleans,LA,70122,Orleans, ,2,1, ,29.99315,-90.07688, ,2018/11/28 00:00:00+00
-90.0768800001119,29.9931500001724,981, ,1465 Lafreniere St,New Orleans,LA,70122,Orleans, ,2,0, ,29.99315,-90.07688, ,2013/11/28 00:00:00+00
-90.0768099995818,29.9936499998477,982, ,3521 Duplessis St,New Orleans,LA,70122,Orleans, ,2,1, ,29.99365,-90.07681, ,2023/11/26 00:00:00+00
-90.0768099995818,29.9936499998477,983, ,3517 Duplessis St,New Orleans,LA,70122,Orleans, ,2,1, ,29.99365,-90.07681, ,2023/11/26 00:00:00+00
-90.0787299999895,29.9946100000515,984,Columbia Parc,1414 Saint Denis St,New Orleans,LA,70122,Orleans,2,465,1,Housing Authority of New Orleans,29.99461,-90.07873, ,
-90.0748000004197,29.9980899995539,985,Columbia Parc IIB (St. Bernard IIB),1461 Caton St,New Orleans,LA,70122,Orleans, ,48,1,Housing Authority of New Orleans,29.99809,-90.0748, ,
-90.0750500002572,29.9984999995754,986,Columbia Parc IIA,4050 Hamburg St,New Orleans,LA,70122,Orleans,2,49,1,Housing Authority of New Orleans,29.9985,-90.07505, ,
-90.0844100002213,29.9994199997333,987,Heritage at Columbia Parc (SB III),1401 Caton St,New Orleans,LA,70122,Orleans, ,120,1,Housing Authority of New Orleans,29.99942,-90.08441, ,
-90.0768499996278,30.0000099999616,988, ,1461 Harrison Ave,New Orleans,LA,70122,Orleans, ,2,1, ,30.00001,-90.07685, ,2030/06/03 00:00:00+00
-90.0410899999035,30.0024999996753,989,OLYMPUS APARTMENTS,4170 Old Gentilly Rd,New Orleans,LA,70126-4931,Orleans,2,102,0,WILLWOODS COMMUNITY,30.0025,-90.04109,For Profit,2028/12/31 00:00:00+00
-90.0651200000879,30.0110000004497,990,FILMORE PARC II* (3),5168 Saint Anthony Ave,New Orleans,LA,70122-4058,Orleans,2,108,1,MFLC PARTNERS ALPIC* (3),30.011,-90.06512,Multiple,2029/12/31 00:00:00+00
-90.0058099998316,30.0113900004482,991,DELILLE INN,6924 Chef Menteur Hwy,New Orleans,LA,70126-5253,Orleans,2,52,2,Delille Inn Apartments LLC,30.01139,-90.00581,For Profit,2055/08/01 00:00:00+00
-90.0035699999555,30.0116299998247,992,LEPARC APARTMENTS OF NEW ORLEANS* (2),7246 Chef Menteur Hwy,New Orleans,LA,70126,Orleans,2,77,1,GREATER NEW ORLEANS URBAN MINISTRIES,30.01163,-90.00357,Non-Profit,2028/12/31 00:00:00+00
-90.0660000001998,30.0119199997083,993, ,1944 Filmore Ave,New Orleans,LA,70122,Orleans, ,108,1, ,30.01192,-90.066, ,2031/06/13 00:00:00+00
-90.0658299995548,30.0119300001694,994, ,1954 Filmore Ave,New Orleans,LA,70122,Orleans, ,56,1, ,30.01193,-90.06583, ,2031/06/09 00:00:00+00
